"text","created_at","sourcetweet_type"
"RT @viewfrommyoffic: Oscar's so white they

Wait, no, sorry, it's the Iowa caucus

#IowaCaucuses 
#OscarsSoWhite","2020-02-04T02:04:54.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T17:32:10.000Z","retweeted"
"#OscarsSoWhite They've gone German. https://t.co/VHB6kmsEs1","2023-03-13T02:19:13.000Z",NA
"The first Asian actress to be nominated for an Oscar kept her heritage hidden until after her death:

Actress Merle Oberon's Hidden South Asian Heritage. #merleoberon 
#Oscars #OscarsSoWhite https://t.co/6vaMyWiqNl","2023-03-12T22:40:33.000Z",NA
"Viola Davis [Woman King] was robbed. I cannot fathom any reason but racism as to why her incredible performance wouldn’t have received at least a mention.  #Oscars2023 #Oscars #OscarsSoWhite","2023-01-26T05:13:59.000Z",NA
"Auntie Angela needs to join them courtside next year!!! #OscarsSoWhite  #YouDidntActuallyThinkSheWasGonnaWin https://t.co/TZ1QlujOWx","2023-03-13T15:24:41.000Z",NA
"@brokeasfucktoo @ItsMe_Torri No she didnt. Chris Rock decided to host the Oscars during #OscarsSoWhite when no Black creatives were nominated and Jada was one of many to speak out - and not directly at CR. Despite widespread outrage, Rock chose to attack Jada during 2016 Oscars monologue. Rock has problems.","2023-03-06T01:41:58.000Z",NA
"RT @JohnLeguizamo: #OscarsSoWhite ... don't take my word for it, check out the video.
https://t.co/i2znrOEF1L","2023-03-20T16:19:01.000Z","retweeted"
"Still can’t believe it’s 2023 and Michelle Yeoh is the first Asian woman to win an Oscar for best actress.  #OscarsSoWhite","2023-03-13T04:47:31.000Z",NA
"In the wake of #Oscarssowhite, two new reports found the movie industry is backsliding when it comes to representing women and people of color. https://t.co/zHRulCGJ4y

#diversityandinclusion #mediaandentertainment #inclusionmatters #hollywood","2023-01-12T16:02:57.000Z",NA
"#OscarsSoMale #OscarsSoWhite  

Complicated Women Part 4. Complex women!

90 years?
https://t.co/ndyWV8iVns","2020-01-19T14:38:20.000Z",NA
"RT @ReignOfApril: It’s 2023. You’re literally celebrating 95 years of awards &amp; are just now naming an Asian woman as Best Actress. Michelle…","2023-03-14T00:30:29.000Z","retweeted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T22:12:01.000Z","retweeted"
"RT @ReignOfApril: It’s 2023. You’re literally celebrating 95 years of awards &amp; are just now naming an Asian woman as Best Actress. Michelle…","2023-03-13T03:54:49.000Z","retweeted"
"RT @DEADLINE: The Inclusion List Launches To Showcase Effects Of #OscarsSoWhite Movement, Where Change Is Needed &amp; Celebrate Wins From Unde…","2023-03-02T00:56:34.000Z","retweeted"
"RT @JamilSmith: In the few years since @ReignOfApril introduced #OscarsSoWhite, it’s clear that Oscar voters feel they’ve done enough to re…","2023-03-11T00:20:32.000Z","retweeted"
"#Oscars2023 #OscarsSoWhite Oscars put a yt movie out that hardly no1 saw. Bandshee over #BlackPantherWakandaForever and #ryancoogler as best pic and director. This award show is so ra***.. they gave the show to yt black production @willpackerprods and he dropped  the ball..","2023-01-24T17:02:15.000Z",NA
"RT @dpjal5: So let me see if I have this straight... woke Hollyweird can't honor American women, can't honor people of color, (without the…","2023-03-18T15:39:57.000Z","retweeted"
"@foxypiano yeah 4

😡

#OscarsSoWhite","2023-02-14T20:17:50.000Z",NA
"Don't have to say it when they show it by how these award ceremonies be white af. #OscarsSoWhite rings any bells? 

I hope Issa continues to only ""root for"" anyone black 🤣 https://t.co/qCkj38BBMn","2023-03-02T22:11:48.000Z","quoted"
"ICYMI:  Latinos are sorely underrepresented in Hollywood. L.A. Mayor Garcetti has a jobs plan to help ⚡️  Meet @lacollaborg 👉 a powerful initiative to support #Latino talent in the entertainment industry.

https://t.co/5ClLPEI6dp @DEADLINE #OscarsSoWhite https://t.co/h3R0HfNUX6","2020-01-16T16:00:03.000Z",NA
"RT @GlblCtzn: 5. In January 2015, the Academy Awards saw all 20 acting nominations go to white actors — for the first of two consecutive ye…","2023-03-22T04:12:08.000Z","retweeted"
"@TheAcademy @jamieleecurtis It seems the @TheAcademy  wants Angela Bassett to act in the Nude before she's recognized.. That was a Blatant insult to her body of work.     #Oscar2023 #OscarsSoWhite #AngelaBassett #BlackGirlMagic you'll always be OUR QUEEN.. #BLM https://t.co/3Coy4DoAZV","2023-03-13T01:45:24.000Z",NA
"RT @CBSNews: You know the groundbreaking movements - #BlackLivesMatter, #OscarsSoWhite, #SayHerName - but now you’ll get an inside look at…","2023-02-23T23:13:43.000Z","retweeted"
"#OscarsSoWhite they smashed a store front window at a BLM protest and got peaceful protesters arrested","2023-03-12T23:38:35.000Z",NA
"RT @Rosalyn_Mo: No, Angela Bassett Did Not Have to Applaud Jamie Lee Curtis https://t.co/cu8wqw6nDL #AcademyAwards #AngelaBassett #OscarsSo…","2023-03-19T06:07:29.000Z","retweeted"
"RT @ReignOfApril: ~⁦@TheAcademy⁩ just can’t help themselves. It would’ve been SO easy to highlight South Asian choreographers and dancers f…","2023-03-13T05:48:03.000Z","retweeted"
"Study reveals Oscars improved in diversity after viral #OscarsSoWhite. But gaps still apparent https://t.co/toYatxyYoF","2023-03-03T12:02:02.000Z",NA
"@aguirreryan @sunlitnights5 @TheAcademy 80/75 %  of the Academy membership is white and male. Not far from the mid 90s from the height of the #OscarsSoWhite scandal. You can't expect Yeoh to win with this demo which is why Halle Berry will remain the only woman of color to win the Lead Actress award.","2023-01-17T03:44:45.000Z",NA
"RT @ReignOfApril: ~⁦@TheAcademy⁩ just can’t help themselves. It would’ve been SO easy to highlight South Asian choreographers and dancers f…","2023-03-13T08:22:38.000Z","retweeted"
"RT @FilmFatalesOrg: No women were nominated for Best Director this year so we are highlighting past winners. Shout out to  Chloé Zhao who b…","2023-03-13T04:43:13.000Z","retweeted"
"RT @ReignOfApril: This was also the Moonlight cast and crew not fully getting their moment in the sun as they deserved. This is Barry Jenki…","2020-02-08T17:26:48.000Z","retweeted"
"RT @dave24144975: #OscarsSoWhite

'Sore loser is never a good look!' 

Angela Bassett's crestfallen reaction to losing Best Supporting Actr…","2023-03-13T12:57:31.000Z","retweeted"
"The hashtag #OscarsSoWhite has resurfaced as films with Black leads and directors have been shut out from the 2023 Oscar nominations.

Listen📻 + Vote🗳 Live 👉 https://t.co/2VxmdIC0jy https://t.co/W2i5j4XTlW","2023-02-05T20:47:50.000Z",NA
"RT @pablovillaca: Pior: há alguns alegando que a indicação de Riseborough é fruto de RACISMO, já que ela teria ""roubado"" a indicação que pe…","2023-01-31T03:38:51.000Z","retweeted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T23:46:10.000Z","retweeted"
".@nbclawandorder S1E20 Perpetuates Anti-Arab Stereotypes https://t.co/EPHZrOgzvs #Stereotyping #TV #OscarsSoWhite #racism #Hollywood #police","2023-03-10T14:59:46.000Z",NA
"@ScottMGreer Remember: #OscarsSoWhite is the real problem. More representation is sorely needed.","2023-01-02T19:20:24.000Z",NA
"RT @angelidowu3: Tune in tonight at 6:30 (and Sunday at 10 p.m.) for this week's Black Voices, hosted by yours truly!✨

We're talking #Osca…","2023-03-11T23:03:40.000Z","retweeted"
"RT @ReignOfApril: It’s 2023. You’re literally celebrating 95 years of awards &amp; are just now naming an Asian woman as Best Actress. Michelle…","2023-03-13T07:27:22.000Z","retweeted"
"RT @portsmouthuni: Next week stars will gather at the #Oscars, but it's the #diversity debate that could take centre stage 🎥

Professor Deb…","2023-03-09T09:56:25.000Z","retweeted"
"RT @rashadrobinson: Presented without comment:
In 2017: 18 Black nominees  
In 2018: 13 Black nominees
In 2019: 15 Black nominees
In 2020:…","2020-02-10T04:31:35.000Z","retweeted"
"@ImariSpeaks @Sargon_of_Akkad Remember #OscarsSoWhite tended like 5 years in a row? Fuck off","2023-02-10T23:43:49.000Z",NA
"RT @papifunkgroove: We doing #OscarsSoWhite again? Because it’s just three black nominees and Black Panther holding It down.","2023-01-24T16:48:25.000Z","retweeted"
"@DvNovelist Meh. It’s because she’s white. Till and The Woman King leads deserve it way more.
#OscarsSoWhite 👎🏼","2023-01-25T07:15:31.000Z",NA
"RT @fridayvelvet: Angela lost Stephanie lost why do they hate women of colour #OscarsSoWhite https://t.co/vAhD6l8PcV","2023-03-13T00:50:10.000Z","retweeted"
"In 95 Years Ruth Carter is the only black woman to have 2 Oscars.  #Nepotism #Oscars2023 #OscarsSoWhite","2023-03-13T02:02:27.000Z",NA
"American film critics have begun calling out the Oscar nominations 2023 for not being diverse enough
https://t.co/chBjhYMxdu #oscars #oscars2023 #oscarssowhite #everythingeverywhereallatonce #blackpantherwakandaforever #angelabassett #michelleyeoh #representationmatters #aashnauk https://t.co/krIQ2NrI5a","2023-01-24T18:44:42.000Z",NA
"RT @nilegirl: The Academy likes it that way because #OscarsSoWhite can only go so far. If Kathryn Bigelow had directed The Woman King - it…","2023-01-24T17:11:56.000Z","retweeted"
"RT @briartearose: #OscarsSoWhite coming back with a VENGEANCE","2023-03-10T04:31:32.000Z","retweeted"
"Congrats to all the winners and nominees of #Oscars95! 🎉 What a night of amazing performances, speeches and surprises! 😍 Which one was your favorite moment? Let us know in the comments! 🙌 #Oscars2023 #OscarsNight 🏆 #Oscars #Oscar #TheAcademyAwards #OscarsSoWhite https://t.co/zOSKnQBWlL","2023-03-13T06:36:57.000Z",NA
"This, plus the “Till” and “Woman King” snubs. #OscarsSoWhite, redux. https://t.co/DQiMSgjsem","2023-01-24T15:25:28.000Z",NA
"""#OscarsSoWhite Held Up a Mirror. Hollywood Still Can’t Look Away."" by Reggie Ugwu via NYT https://t.co/scRUBM7opd","2020-02-06T10:57:16.000Z",NA
"@WatchedByHagan Get those #OscarsSoWhite tags ready","2023-03-12T21:52:17.000Z",NA
"Who is the racist, sexist “Acclaimed Anonymous Actor” in the ⁦@ew piece we all read before the Oscars? You know, the one who DIDN’T see The Woman King but slammed Viola Davis. #OscarsSoWhite #AMPASSoRacist #misogynoir #BlackTwitter #TeamBlack https://t.co/6VNYKcFOwF","2023-03-19T19:33:43.000Z",NA
"The woman king, except you refuse to acknowledge them...... #OscarsSoWhite #Oscars2023 #discrimination https://t.co/5Z4N5vmqdR","2023-02-09T18:53:37.000Z","quoted"
"RT @ReignOfApril: It’s 2023. You’re literally celebrating 95 years of awards &amp; are just now naming an Asian woman as Best Actress. Michelle…","2023-03-13T06:52:33.000Z","retweeted"
"RT @KeithBeauchamp: Snub of Black performances in 2023 Oscar nods has some declaring #OscarsSoWhite again https://t.co/pgOv75UgNT","2023-01-24T21:42:02.000Z","retweeted"
"RT @BridgetMarie: We have A LOT to say about the #TheOscars ! 

Join me in conversation with #OscarsSoWhite creator @ReignOfApril and scree…","2023-03-14T02:30:29.000Z","retweeted"
"@FilmUpdates smh, #OscarsSoWhite","2023-03-13T02:13:19.000Z",NA
"RT @NYCAASA: Watch the #OscarsSoWhite creator explain why ""diversity"" isn't cutting it, in awards season and beyond. 

""Diversity is never…","2023-03-12T22:24:23.000Z","retweeted"
"I’m might get burned for this… I bet if she played a mammie or a slave she would’ve won… #OscarsSoWhite #AngelaBassett","2023-03-13T01:04:39.000Z",NA
"RT @RollingStone: A new study found marginal increases in nominees from underrepresented groups in the eight years since #OscarsSoWhite wen…","2023-03-02T10:00:52.000Z","retweeted"
"RT @BiatchPack: .@edockterman Thank you for saying: ""Particularly Women of Color #WOC are shut out"" [and Black Women]:

https://t.co/fTq1C5…","2020-01-15T18:40:01.000Z","retweeted"
"RT @markhughesfilms: Here is my full article at @Forbes today regarding the snubbing of @WomanKingMovie &amp; excessive whiteness of the #Oscar…","2023-01-25T01:09:24.000Z","retweeted"
"RT @Cinesmovieblog: #Oscar  Report Card 2023 &gt;

Angela Bassett Best Fashion &gt; A+
New Carpet Smell &gt; A
E! Red Carpet Show &gt; B
Cocaine Bear M…","2023-03-14T19:35:21.000Z","retweeted"
"RT @ReignOfApril: ~⁦@TheAcademy⁩ just can’t help themselves. It would’ve been SO easy to highlight South Asian choreographers and dancers f…","2023-03-13T15:08:09.000Z","retweeted"
"RT @cpxsea: every year the oscars try to prove that they aren't racist and that #oscarssowhite is no longer a thing but then continue to ov…","2023-03-13T06:55:20.000Z","retweeted"
"RT @saibellanyc: @EW The ""Actor"" truly made my stomach turn-- the vitriol and borderline racist diatribe from him was pretty repugnant. 

A…","2023-03-10T21:53:17.000Z","retweeted"
"Love hearing @ReignOfApril this morning for #WAD. Thanks @TrevellAnderson!! #OscarsSoWhite","2023-03-13T14:43:42.000Z",NA
"RT @AlBernstein: How  the f**k is ""Woman King"" not one of the movies nominated for an Oscar. And how the f**ck are Viola Davis of that film…","2023-01-27T01:57:55.000Z","retweeted"
"RT @EjElite1: This line by Angela Bassett itself was worthy of an #Oscar. #OscarsSoWhite https://t.co/CAK0Ui9rZK","2023-03-13T12:41:45.000Z","retweeted"
"RT @JohnLeguizamo: #OscarsSoWhite ... don't take my word for it, check out the video.
https://t.co/i2znrOEF1L","2023-03-21T01:43:12.000Z","retweeted"
"RT @consequence: To the surprise of absolutely no one, the #Oscars have gone back to being So White and full of dudes: https://t.co/SrDGDvy…","2020-01-13T15:26:24.000Z","retweeted"
"ewwww #OscarsSoWhite still a massive problem I see. https://t.co/I0iAUGLA0U","2023-03-13T06:18:56.000Z","quoted"
"@pugmane @Srirachachau The robbery was Michael B. Jordan not getting nominated, not Stallone not winning, IMO. (This was also the year that birthed #OscarsSoWhite)","2023-03-03T19:06:18.000Z",NA
"RT @CocoaFly: Angela Bassett is one of the best actors. It is insulting the #Oscars snubbed her for What's Love Got to Do With It and Wakan…","2023-03-13T04:31:52.000Z","retweeted"
"@ImAngelaBassett Dear Angela, you were snubbed #OscarsSoWhite you are a queen and I am glad you didn't fake excitement for their choice as it is a symptom of a larger problem with the Oscars, they refuse to see black people and award them appropriately","2023-03-14T14:30:03.000Z",NA
"#Espectáculo | La diversidad en los Óscar mejoró tras ##OscarsSoWhite, según un estudio

#ArteyMedio #Telesistema11 #Cine #Hollywood #PremiosOscar
https://t.co/tpgum62e5a","2023-03-02T14:15:43.000Z",NA
"RT @theconnectsean: #eddiemurphy told y’all in 1988 and #jadapinkettsmith in 2016 but y’all still think them folk gonna be fair. #oscars #t…","2023-03-13T21:54:32.000Z","retweeted"
